gaussian_x,gaussian_y,std_x,std_y,rotation,amplitude
0.367347,0.142857,0.020000,0.020000,0.0,0.166184
0.387755,0.142857,0.020000,0.020000,0.0,0.166184
0.408163,0.142857,0.020000,0.020000,0.0,0.166184
0.428571,0.142857,0.020000,0.020000,0.0,0.166184
0.448980,0.142857,0.020000,0.020000,0.0,0.166184
0.469388,0.142857,0.020000,0.020000,0.0,0.166184
0.489796,0.142857,0.020000,0.020000,0.0,0.166184
0.510204,0.142857,0.020000,0.020000,0.0,0.166184
0.530612,0.142857,0.020000,0.020000,0.0,0.166184
0.551020,0.142857,0.020000,0.020000,0.0,0.166184
0.571429,0.142857,0.020000,0.020000,0.0,0.166184
0.591837,0.142857,0.020000,0.020000,0.0,0.166184
0.612245,0.142857,0.020000,0.020000,0.0,0.166184
0.632653,0.142857,0.020000,0.020000,0.0,0.166184
0.653061,0.142857,0.020000,0.020000,0.0,0.166184
0.673469,0.142857,0.020000,0.020000,0.0,0.166184
0.693878,0.142857,0.020000,0.020000,0.0,0.166184
0.714286,0.142857,0.020000,0.020000,0.0,0.166184
0.734694,0.142857,0.020000,0.020000,0.0,0.166184
0.755102,0.142857,0.020000,0.020000,0.0,0.166184
0.775510,0.142857,0.020000,0.020000,0.0,0.166184
0.795918,0.142857,0.020000,0.020000,0.0,0.166184
0.816327,0.142857,0.020000,0.020000,0.0,0.166184
0.836735,0.142857,0.020000,0.020000,0.0,0.166184
0.857143,0.142857,0.020000,0.020000,0.0,0.166184
0.877551,0.142857,0.020000,0.020000,0.0,0.166184
0.897959,0.142857,0.020000,0.020000,0.0,0.166184
0.918367,0.142857,0.020000,0.020000,0.0,0.166184
0.938776,0.142857,0.020000,0.020000,0.0,0.166184
0.959184,0.142857,0.020000,0.020000,0.0,0.166184
0.979592,0.142857,0.020000,0.020000,0.0,0.166184
1.000000,0.142857,0.020000,0.020000,0.0,0.166184
0.000000,0.163265,0.020000,0.020000,0.0,0.085651
0.020408,0.163265,0.020000,0.020000,0.0,0.079761
